id,code,type,volatility,threshold,absolute_threshold,policy_min_threshold,history_and_avg_absdelta,impact_score,missed_flag_sample,false_flag_sample,created_at,updated_at,special_term,mad,k_val,category
84,64500 bonus,opex,variable,,,0.150,,,,,2026-05-09 20:17:08.369087+00,2026-06-02 19:49:15.364134+00,false,,2,wages
85,6555 bonus,opex,variable,,,0.150,,,,,2026-05-09 20:17:08.369087+00,2026-06-02 19:49:15.364134+00,false,,2,wages
86,6709 bonus,opex,variable,,,0.150,"[{""company"":{""id"":290224,""name"":""Pittwater""},""history"":[{""12-2025"":52157.72},{""02-2026"":5000}],""avg_absdelta"":0.9,""coefficient_of_variation"":0}]",,,,2026-05-09 20:17:08.369087+00,2026-06-02 19:49:15.364134+00,false,,2,wages
87,60002 officer bonus,opex,variable,,,0.050,,,,,2026-05-09 20:17:08.369087+00,2026-06-02 19:49:15.364134+00,true,,0.25,
88,1-65550 payroll taxes,opex,fixed,,,0.150,,,,,2026-05-09 20:17:08.369087+00,2026-06-02 19:49:15.364134+00,false,,2,pr_taxes
89,3-65550 payroll taxes,opex,fixed,,,0.150,,,,,2026-05-09 20:17:08.369087+00,2026-06-02 19:49:15.364134+00,false,,2,pr_taxes
90,4-65550 payroll taxes,opex,fixed,,,0.150,,,,,2026-05-09 20:17:08.369087+00,2026-06-02 19:49:15.364134+00,false,,2,pr_taxes
91,5002 direct labor - taxes,cogs,fixed,,,0.150,,,,,2026-05-09 20:17:08.369087+00,2026-06-02 19:49:15.364134+00,false,,2,pr_taxes
92,5002 direct payroll taxes,cogs,fixed,"[{""company"":{""id"":290224,""name"":""Pittwater""},""thresholds"":[{""value"":0.5,""flagrate"":0.22,""confidence"":0,""created_on"":""2026-06-03T15:08:25Z"",""closing_month"":""12-2025""},{""value"":0.68,""flagrate"":0.16,""confidence"":0,""created_on"":""2026-06-03T15:11:37Z"",""closing_month"":""12-2023""},{""value"":0.68,""flagrate"":0.09,""confidence"":0,""created_on"":""2026-06-03T15:15:31Z"",""closing_month"":""12-2023""},{""value"":0.15,""flagrate"":0.6,""confidence"":0,""created_on"":""2026-06-04T13:12:55Z"",""closing_month"":""02-2026""}]}]",,0.150,"[{""company"":{""id"":290224,""name"":""Pittwater""},""history"":[{""03-2025"":2449.49},{""04-2025"":3371.62},{""05-2025"":2539.05},{""06-2025"":2189.37},{""07-2025"":2332.49},{""10-2025"":2539.97},{""11-2025"":3260.97},{""12-2025"":4960.44},{""01-2025"":2416.46},{""02-2025"":2544.47},{""08-2025"":2105.55},{""09-2025"":1498.31},{""12-2023"":1231.45},{""03-2023"":1289.98},{""04-2023"":1289.98},{""06-2023"":1291.38},{""07-2023"":1285.4},{""09-2023"":2604.04},{""11-2023"":1231.44},{""01-2023"":996.32},{""02-2023"":1560.78},{""05-2023"":1289.98},{""08-2023"":1676.08},{""10-2023"":1730.89},{""01-2026"":789.31},{""02-2026"":1833.41}],""avg_absdelta"":0.33,""coefficient_of_variation"":1.03}]",,,,2026-05-09 20:17:08.369087+00,2026-06-02 19:49:15.364134+00,false,,2,pr_taxes
93,5005 direct support payroll taxes,cogs,fixed,"[{""company"":{""id"":290236,""name"":""Simple Phone Company""},""thresholds"":[{""value"":0.21,""flagrate"":0.36,""confidence"":0,""created_on"":""2026-06-03T15:18:58Z"",""closing_month"":""12-2025""},{""value"":0.15,""flagrate"":0.43,""confidence"":0,""created_on"":""2026-06-03T15:21:11Z"",""closing_month"":""03-2026""}]}]",,0.150,"[{""company"":{""id"":290236,""name"":""Simple Phone Company""},""history"":[{""11-2025"":412.79},{""12-2025"":774.83},{""01-2025"":1278.42},{""03-2025"":712.91},{""05-2025"":738.62},{""07-2025"":494.41},{""08-2025"":451.58},{""10-2025"":500.08},{""02-2025"":652.82},{""04-2025"":739.87},{""06-2025"":803.79},{""09-2025"":478.26},{""01-2026"":806.19},{""02-2026"":457.34},{""03-2026"":784.22}],""avg_absdelta"":0.25,""coefficient_of_variation"":1.08}]",,,,2026-05-09 20:17:08.369087+00,2026-06-02 19:49:15.364134+00,false,,2,pr_taxes
94,5102 direct labor pr - taxes,cogs,fixed,,,0.150,,,,,2026-05-09 20:17:08.369087+00,2026-06-02 19:49:15.364134+00,false,,2,pr_taxes
95,5102 direct payroll taxes,cogs,fixed,"[{""company"":{""id"":279086,""name"":""Marketing 32 Group, LLC""},""thresholds"":[{""value"":0.25,""flagrate"":0.33,""confidence"":0,""created_on"":""2026-06-03T15:04:15Z"",""closing_month"":""03-2026""},{""value"":0.15,""flagrate"":0.67,""confidence"":0,""created_on"":""2026-06-04T12:46:47Z"",""closing_month"":""05-2025""}]}]",,0.150,"[{""company"":{""id"":279086,""name"":""Marketing 32 Group, LLC""},""history"":[{""01-2026"":4359.45},{""02-2026"":3321.26},{""03-2026"":3376.84},{""05-2025"":3380.57}],""avg_absdelta"":0.18,""coefficient_of_variation"":0.65}]",,,,2026-05-09 20:17:08.369087+00,2026-06-02 19:49:15.364134+00,false,,2,pr_taxes
96,51120-000 payroll taxes,cogs,fixed,,,0.150,,,,,2026-05-09 20:17:08.369087+00,2026-06-02 19:49:15.364134+00,false,,2,pr_taxes
97,5120 direct labor - taxes,cogs,fixed,"[{""company"":{""id"":389099,""name"":""REAL HR HERO - THOMPSON HR CONSULTING""},""thresholds"":[{""value"":0.65,""flagrate"":0.14,""confidence"":0,""created_on"":""2026-06-03T15:12:03Z"",""closing_month"":""03-2026""},{""value"":0.33,""flagrate"":0.36,""confidence"":0,""created_on"":""2026-06-04T13:16:01Z"",""closing_month"":""12-2025""}]}]",,0.150,"[{""company"":{""id"":389099,""name"":""REAL HR HERO - THOMPSON HR CONSULTING""},""history"":[{""02-2026"":2384.88},{""03-2026"":2466.57},{""09-2025"":3484.01},{""10-2025"":2201.43},{""11-2025"":2548.8},{""12-2025"":2736.28},{""01-2026"":3836.15},{""04-2025"":3000.77},{""05-2025"":2372.83},{""06-2025"":2702.64},{""07-2025"":2285.62},{""08-2025"":1631.77},{""02-2025"":2022.63},{""01-2025"":2515.93},{""03-2025"":4089.59}],""avg_absdelta"":0.34,""coefficient_of_variation"":0.93}]",,,,2026-05-09 20:17:08.369087+00,2026-06-02 19:49:15.364134+00,false,,2,pr_taxes
98,52103-000 payroll taxes,cogs,fixed,,,0.150,,,,,2026-05-09 20:17:08.369087+00,2026-06-02 19:49:15.364134+00,false,,2,pr_taxes
99,53103-000 payroll taxes,cogs,fixed,,,0.150,,,,,2026-05-09 20:17:08.369087+00,2026-06-02 19:49:15.364134+00,false,,2,pr_taxes
100,5320 payroll taxes - direct,cogs,fixed,"[{""company"":{""id"":290229,""name"":""Reveille, Inc.""},""thresholds"":[{""value"":0.35,""flagrate"":0,""confidence"":0,""created_on"":""2026-06-03T15:14:00Z"",""closing_month"":""05-2025""},{""value"":0.15,""flagrate"":0.25,""confidence"":0,""created_on"":""2026-06-04T13:20:29Z"",""closing_month"":""12-2024""}]}]",,0.150,"[{""company"":{""id"":290229,""name"":""Reveille, Inc.""},""history"":[{""05-2025"":13466.9},{""01-2024"":12980.55},{""02-2024"":10612.93},{""03-2024"":10528.16},{""06-2024"":10379.07},{""07-2024"":10814.47},{""09-2024"":9674.45},{""12-2024"":12719.12},{""04-2024"":11408.92},{""05-2024"":13067.77},{""08-2024"":10577.1},{""10-2024"":8894.31},{""11-2024"":9610.1}],""avg_absdelta"":0.11,""coefficient_of_variation"":0.79}]",,,,2026-05-09 20:17:08.369087+00,2026-06-02 19:49:15.364134+00,false,,2,pr_taxes
101,60003 payroll taxes,opex,fixed,"[{""company"":{""id"":290231,""name"":""SoCal Nautical""},""thresholds"":[{""value"":0.34,""flagrate"":0.67,""confidence"":0,""created_on"":""2026-06-03T15:22:48Z"",""closing_month"":""12-2025""}]}]",,0.150,"[{""company"":{""id"":290231,""name"":""SoCal Nautical""},""history"":[{""11-2025"":403.43},{""12-2025"":505.29},{""06-2025"":250.04},{""07-2025"":617.55},{""08-2025"":1525.95},{""09-2025"":1075.11},{""10-2025"":683.14}],""avg_absdelta"":0.71,""coefficient_of_variation"":0.76}]",,,,2026-05-09 20:17:08.369087+00,2026-06-02 19:49:15.364134+00,false,,2,pr_taxes
102,60005 payroll taxes,opex,fixed,"[{""company"":{""id"":290244,""name"":""Carefree Newport""},""thresholds"":[{""value"":0.19,""flagrate"":0.58,""confidence"":0,""created_on"":""2026-06-03T14:48:26Z"",""closing_month"":""12-2025""}]}]",,0.150,"[{""company"":{""id"":290244,""name"":""Carefree Newport""},""history"":[{""01-2026"":618},{""04-2025"":382.5},{""05-2025"":624.06},{""06-2025"":404.5},{""07-2025"":301.25},{""08-2025"":492},{""09-2025"":492},{""11-2025"":400},{""01-2025"":768.5},{""02-2025"":562.5},{""10-2025"":460},{""12-2025"":400},{""03-2025"":526.5}],""avg_absdelta"":0.27,""coefficient_of_variation"":0.83}]",,,,2026-05-09 20:17:08.369087+00,2026-06-02 19:49:15.364134+00,false,,2,pr_taxes
103,60014-000 payroll taxes,opex,fixed,,,0.150,,,,,2026-05-09 20:17:08.369087+00,2026-06-02 19:49:15.364134+00,false,,2,pr_taxes
104,6002 payroll taxes,opex,fixed,"[{""company"":{""id"":279086,""name"":""Marketing 32 Group, LLC""},""thresholds"":[{""value"":0.15,""flagrate"":0,""confidence"":0,""created_on"":""2026-06-03T15:04:42Z"",""closing_month"":""03-2026""},{""value"":0.15,""flagrate"":0,""confidence"":0,""created_on"":""2026-06-04T12:47:17Z"",""closing_month"":""05-2025""}]}]",,0.150,"[{""company"":{""id"":279086,""name"":""Marketing 32 Group, LLC""},""history"":[{""01-2026"":1950.46},{""02-2026"":2032.63},{""03-2026"":1911.88},{""05-2025"":2219.82}],""avg_absdelta"":0.07,""coefficient_of_variation"":0.46}]",,,,2026-05-09 20:17:08.369087+00,2026-06-02 19:49:15.364134+00,false,,2,pr_taxes
105,60020 payroll taxes,opex,fixed,,,0.150,,,,,2026-05-09 20:17:08.369087+00,2026-06-02 19:49:15.364134+00,false,,2,pr_taxes
106,60030 payroll taxes,opex,fixed,"[{""company"":{""id"":279087,""name"":""Summit Strategy""},""thresholds"":[{""value"":0.15,""flagrate"":0.46,""confidence"":0,""created_on"":""2026-06-03T15:24:41Z"",""closing_month"":""02-2026""},{""value"":0.2,""flagrate"":0.31,""confidence"":0,""created_on"":""2026-06-04T10:59:58Z"",""closing_month"":""12-2025""}]}]",,0.150,"[{""company"":{""id"":279087,""name"":""Summit Strategy""},""history"":[{""01-2026"":5383.17},{""02-2026"":2359.73},{""02-2025"":1700.82},{""03-2025"":1726.7},{""05-2025"":2225.69},{""07-2025"":2275.96},{""09-2025"":2560.01},{""10-2025"":2543.11},{""01-2025"":2849.28},{""04-2025"":1872.08},{""06-2025"":2126.36},{""08-2025"":2624.61},{""11-2025"":2211.45},{""12-2025"":3535.47}],""avg_absdelta"":0.22,""coefficient_of_variation"":0.99}]",,,,2026-05-09 20:17:08.369087+00,2026-06-02 19:49:15.364134+00,false,,2,pr_taxes
107,6007 payroll taxes,opex,fixed,"[{""company"":{""id"":290236,""name"":""Simple Phone Company""},""thresholds"":[{""value"":0.15,""flagrate"":0.43,""confidence"":0,""created_on"":""2026-06-03T15:19:38Z"",""closing_month"":""12-2025""},{""value"":0.42,""flagrate"":0.29,""confidence"":0,""created_on"":""2026-06-03T15:22:07Z"",""closing_month"":""03-2026""}]}]",,0.150,"[{""company"":{""id"":290236,""name"":""Simple Phone Company""},""history"":[{""04-2025"":619.95},{""05-2025"":658.21},{""06-2025"":628.75},{""01-2025"":1126.36},{""02-2025"":480.88},{""07-2025"":684.9},{""08-2025"":625.44},{""09-2025"":658.67},{""10-2025"":689.13},{""11-2025"":571.82},{""12-2025"":651.39},{""03-2025"":629.67},{""01-2026"":1179.12},{""02-2026"":629.29},{""03-2026"":1157.11}],""avg_absdelta"":0.26,""coefficient_of_variation"":1.06}]",,,,2026-05-09 20:17:08.369087+00,2026-06-02 19:49:15.364134+00,false,,2,pr_taxes
108,6022 employee pr - taxes,opex,variable,"[{""company"":{""id"":511616,""name"":""Kahn Media, Inc.""},""thresholds"":[{""value"":0.43,""flagrate"":0.4,""confidence"":0,""created_on"":""2026-06-03T15:00:40Z"",""closing_month"":""03-2026""}]}]",,0.150,"[{""company"":{""id"":511616,""name"":""Kahn Media, Inc.""},""history"":[{""02-2026"":6140.85},{""03-2026"":6593.97},{""10-2025"":29996.94},{""11-2025"":13370.12},{""12-2025"":17902.78},{""01-2026"":9250.88}],""avg_absdelta"":0.36,""coefficient_of_variation"":0.46}]",,,,2026-05-09 20:17:08.369087+00,2026-06-02 19:49:15.364134+00,false,,2,pr_taxes
109,6022 employee taxes,opex,variable,,,0.150,,,,,2026-05-09 20:17:08.369087+00,2026-06-02 19:49:15.364134+00,false,,2,pr_taxes
110,6023 payroll tax expense,opex,fixed,"[{""company"":{""id"":290243,""name"":""Choice Builder Solutions - Online Sales""},""thresholds"":[{""value"":0.61,""flagrate"":0.13,""confidence"":0,""created_on"":""2026-06-03T14:51:33Z"",""closing_month"":""12-2023""}]}]",,0.150,"[{""company"":{""id"":290243,""name"":""Choice Builder Solutions - Online Sales""},""history"":[{""06-2023"":663.72},{""07-2023"":639.05},{""10-2023"":1133.05},{""11-2023"":815.48},{""12-2023"":422.53},{""04-2023"":1258.37},{""08-2023"":1570.92},{""09-2023"":1389.62},{""05-2023"":673.14}],""avg_absdelta"":0.38,""coefficient_of_variation"":1.16}]",,,,2026-05-09 20:17:08.369087+00,2026-06-02 19:49:15.364134+00,false,,2,pr_taxes
111,6102 employee pr - taxes,opex,variable,,,0.150,,,,,2026-05-09 20:17:08.369087+00,2026-06-02 19:49:15.364134+00,false,,2,pr_taxes
112,6120 employee pr - taxes,opex,variable,"[{""company"":{""id"":389099,""name"":""REAL HR HERO - THOMPSON HR CONSULTING""},""thresholds"":[{""value"":0.15,""flagrate"":0,""confidence"":0,""created_on"":""2026-06-03T15:13:30Z"",""closing_month"":""03-2026""},{""value"":0.16,""flagrate"":0.43,""confidence"":0,""created_on"":""2026-06-04T13:17:51Z"",""closing_month"":""12-2025""}]}]",,0.150,"[{""company"":{""id"":389099,""name"":""REAL HR HERO - THOMPSON HR CONSULTING""},""history"":[{""01-2026"":587.36},{""02-2026"":411.09},{""03-2026"":457.03},{""09-2025"":667.27},{""10-2025"":650.88},{""11-2025"":586.91},{""12-2025"":647.31},{""01-2025"":1347.55},{""03-2025"":1747.21},{""04-2025"":965.59},{""05-2025"":1193.36},{""06-2025"":1098.65},{""08-2025"":1100.33},{""02-2025"":1105.24},{""07-2025"":970.84}],""avg_absdelta"":0.21,""coefficient_of_variation"":0.76}]",,,,2026-05-09 20:17:08.369087+00,2026-06-02 19:49:15.364134+00,false,,2,pr_taxes
113,6354 payroll taxes,opex,fixed,,,0.150,,,,,2026-05-09 20:17:08.369087+00,2026-06-02 19:49:15.364134+00,false,,2,pr_taxes
114,6402 employee taxes,opex,variable,,,0.150,,,,,2026-05-09 20:17:08.369087+00,2026-06-02 19:49:15.364134+00,false,,2,pr_taxes
115,6452 payroll taxes,opex,fixed,,,0.150,,,,,2026-05-09 20:17:08.369087+00,2026-06-02 19:49:15.364134+00,false,,2,pr_taxes
116,65102-000 payroll taxes,opex,fixed,,,0.150,,,,,2026-05-09 20:17:08.369087+00,2026-06-02 19:49:15.364134+00,false,,2,pr_taxes
117,6703 payroll taxes,opex,fixed,"[{""company"":{""id"":290224,""name"":""Pittwater""},""thresholds"":[{""value"":0.3,""flagrate"":0.27,""confidence"":0,""created_on"":""2026-06-03T15:10:25Z"",""closing_month"":""12-2025""},{""value"":0.15,""flagrate"":0.46,""confidence"":0,""created_on"":""2026-06-04T13:16:36Z"",""closing_month"":""02-2026""}]}]",,0.150,"[{""company"":{""id"":290224,""name"":""Pittwater""},""history"":[{""08-2025"":2145.67},{""02-2025"":1432.47},{""06-2025"":1407.37},{""09-2025"":2224.74},{""10-2025"":2305.23},{""11-2025"":1966.22},{""12-2025"":6534.9},{""01-2025"":1457.25},{""03-2025"":1523.02},{""04-2025"":1992.46},{""05-2025"":1634.33},{""07-2025"":2222.76},{""01-2026"":1544},{""02-2026"":3047.49}],""avg_absdelta"":0.43,""coefficient_of_variation"":1.44}]",,,,2026-05-09 20:17:08.369087+00,2026-06-02 19:49:15.364134+00,false,,2,pr_taxes
118,62000 business licenses and taxes,opex,variable,,,0.150,,,,,2026-05-09 20:17:08.369087+00,2026-06-02 19:49:15.364134+00,false,,2,
119,1-65510 payroll processing fees,opex,fixed,,,0.150,,,,,2026-05-09 20:17:08.369087+00,2026-06-02 19:49:15.364134+00,false,,2,pr_fees
120,3-65510 payroll processing fees,opex,fixed,,,0.150,,,,,2026-05-09 20:17:08.369087+00,2026-06-02 19:49:15.364134+00,false,,2,pr_fees
121,4-65510 payroll processing fees,opex,fixed,,,0.150,,,,,2026-05-09 20:17:08.369087+00,2026-06-02 19:49:15.364134+00,false,,2,pr_fees
122,60004 payroll processing fee,opex,fixed,,,0.150,,,,,2026-05-09 20:17:08.369087+00,2026-06-02 19:49:15.364134+00,false,,2,pr_fees
123,60005 payroll fee,opex,fixed,"[{""company"":{""id"":290231,""name"":""SoCal Nautical""},""thresholds"":[{""value"":1.11,""flagrate"":0.18,""confidence"":0,""created_on"":""2026-06-03T15:23:09Z"",""closing_month"":""12-2025""}]}]",,0.150,"[{""company"":{""id"":290231,""name"":""SoCal Nautical""},""history"":[{""01-2025"":451.42},{""02-2025"":1183.71},{""03-2025"":715.04},{""06-2025"":1254.32},{""07-2025"":732.82},{""09-2025"":1504.09},{""11-2025"":1025.81},{""12-2025"":-858.48},{""04-2025"":726.02},{""05-2025"":726.02},{""08-2025"":835.7},{""10-2025"":1021}],""avg_absdelta"":0.57,""coefficient_of_variation"":1.06}]",,,,2026-05-09 20:17:08.369087+00,2026-06-02 19:49:15.364134+00,false,,2,pr_fees
124,60006 payroll processing fees,opex,fixed,"[{""company"":{""id"":290244,""name"":""Carefree Newport""},""thresholds"":[{""value"":1.38,""flagrate"":0.42,""confidence"":0,""created_on"":""2026-06-03T14:48:37Z"",""closing_month"":""12-2025""}]}]",,0.150,"[{""company"":{""id"":290244,""name"":""Carefree Newport""},""history"":[{""01-2026"":548.59},{""07-2025"":999.06},{""10-2025"":1029.59},{""11-2025"":1024.48},{""12-2025"":-850.16},{""02-2025"":1291.48},{""03-2025"":648.38},{""04-2025"":728.38},{""06-2025"":937.32},{""08-2025"":468.66},{""09-2025"":1295.16},{""01-2025"":409.12},{""05-2025"":259.72}],""avg_absdelta"":1.01,""coefficient_of_variation"":0.88}]",,,,2026-05-09 20:17:08.369087+00,2026-06-02 19:49:15.364134+00,false,,2,pr_fees
125,6004 payroll fees,opex,fixed,"[{""company"":{""id"":279086,""name"":""Marketing 32 Group, LLC""},""thresholds"":[{""value"":0.15,""flagrate"":0.67,""confidence"":0,""created_on"":""2026-06-03T15:04:52Z"",""closing_month"":""03-2026""},{""value"":0.4,""flagrate"":0,""confidence"":0,""created_on"":""2026-06-04T12:47:25Z"",""closing_month"":""05-2025""}]}]",,0.150,"[{""company"":{""id"":279086,""name"":""Marketing 32 Group, LLC""},""history"":[{""01-2026"":690.77},{""02-2026"":810.77},{""03-2026"":703.56},{""05-2025"":362.44}],""avg_absdelta"":0.4,""coefficient_of_variation"":0.88}]",,,,2026-05-09 20:17:08.369087+00,2026-06-02 19:49:15.364134+00,false,,2,pr_fees
126,6006 payroll processing fees,opex,fixed,"[{""company"":{""id"":290228,""name"":""FORMM""},""thresholds"":[{""value"":0.15,""flagrate"":0.64,""confidence"":0,""created_on"":""2026-06-03T14:59:17Z"",""closing_month"":""03-2026""},{""value"":0.42,""flagrate"":0.45,""confidence"":0,""created_on"":""2026-06-04T12:34:02Z"",""closing_month"":""12-2025""}]}]",,0.150,"[{""company"":{""id"":290228,""name"":""FORMM""},""history"":[{""01-2026"":1309.02},{""02-2026"":623.95},{""03-2026"":888.19},{""04-2025"":510.64},{""06-2025"":858.52},{""11-2025"":876.7},{""05-2025"":738.28},{""07-2025"":858.52},{""08-2025"":427},{""09-2025"":858.52},{""10-2025"":862.16},{""12-2025"":985.65}],""avg_absdelta"":0.32,""coefficient_of_variation"":0.91}]",,,,2026-05-09 20:17:08.369087+00,2026-06-02 19:49:15.364134+00,false,,2,pr_fees
127,60060 payroll fees,opex,fixed,"[{""company"":{""id"":279087,""name"":""Summit Strategy""},""thresholds"":[{""value"":0.15,""flagrate"":0.38,""confidence"":0,""created_on"":""2026-06-03T15:24:55Z"",""closing_month"":""02-2026""},{""value"":0.15,""flagrate"":0.38,""confidence"":0,""created_on"":""2026-06-04T11:00:27Z"",""closing_month"":""12-2025""}]}]",,0.150,"[{""company"":{""id"":279087,""name"":""Summit Strategy""},""history"":[{""01-2026"":140},{""02-2026"":140},{""09-2025"":140},{""11-2025"":140},{""12-2025"":140},{""01-2025"":116},{""04-2025"":171.03},{""06-2025"":116},{""07-2025"":116},{""10-2025"":300.47},{""02-2025"":116},{""03-2025"":120},{""05-2025"":116},{""08-2025"":140}],""avg_absdelta"":0.21,""coefficient_of_variation"":1.59}]",,,,2026-05-09 20:17:08.369087+00,2026-06-02 19:49:15.364134+00,false,,2,pr_fees
128,6008 payroll fees,opex,fixed,"[{""company"":{""id"":290236,""name"":""Simple Phone Company""},""thresholds"":[{""value"":0.15,""flagrate"":0.14,""confidence"":0,""created_on"":""2026-06-03T15:19:48Z"",""closing_month"":""12-2025""},{""value"":0.15,""flagrate"":0.14,""confidence"":0,""created_on"":""2026-06-03T15:22:17Z"",""closing_month"":""03-2026""}]}]",,0.150,"[{""company"":{""id"":290236,""name"":""Simple Phone Company""},""history"":[{""06-2025"":160},{""10-2025"":230},{""01-2025"":160},{""03-2025"":160},{""05-2025"":160},{""07-2025"":160},{""08-2025"":140},{""09-2025"":140},{""11-2025"":140},{""12-2025"":140},{""02-2025"":160},{""04-2025"":160},{""01-2026"":140},{""02-2026"":140},{""03-2026"":140}],""avg_absdelta"":0.08,""coefficient_of_variation"":2.25}]",,,,2026-05-09 20:17:08.369087+00,2026-06-02 19:49:15.364134+00,false,,2,pr_fees
129,6009 401k processing fee,opex,variable,"[{""company"":{""id"":290236,""name"":""Simple Phone Company""},""thresholds"":[{""value"":0.15,""flagrate"":0,""confidence"":0,""created_on"":""2026-06-03T15:19:58Z"",""closing_month"":""12-2025""},{""value"":0.15,""flagrate"":0.14,""confidence"":0,""created_on"":""2026-06-03T15:22:27Z"",""closing_month"":""03-2026""}]}]",,0.150,"[{""company"":{""id"":290236,""name"":""Simple Phone Company""},""history"":[{""08-2025"":146.5},{""10-2025"":221.52},{""11-2025"":216.52},{""01-2025"":289.82},{""02-2025"":295.7},{""04-2025"":295.7},{""05-2025"":295.7},{""06-2025"":295.7},{""09-2025"":221.52},{""12-2025"":216.52},{""03-2025"":295.7},{""07-2025"":295.7},{""01-2026"":216.52},{""02-2026"":218.49},{""03-2026"":218.49}],""avg_absdelta"":0.08,""coefficient_of_variation"":2.31}]",,,,2026-05-09 20:17:08.369087+00,2026-06-02 19:49:15.364134+00,false,,2,pr_fees
